steamid,steamid64,name,nationality
0:0:6420369,76561197973106466,nielS,nl
0:1:1964231,76561197964194191,matt,nl
0:1:12767891,76561197985801511,ZeCke,nl
0:1:122587,76561197960510903,Renkie,nl
0:0:1837583,76561197963940894,Stripe,nl
0:0:1508900,76561197963283528,Exit,nl
0:1:425314,76561197961116357,Blackdeath,nl
0:1:49565,76561197960364859,Phoenix,nl
0:0:9461016,76561197979187760,killerindisguise,nl
0:1:1339503,76561197962944735,crz,nl
0:1:603400,76561197961472529,Thaddeus,nl
0:0:1112088,76561197962489904,Hutt,nl
0:1:73883780,76561198108033289,Hutt,nl
0:0:1077596,76561197962420920,Volcanus,nl
0:1:397190,76561197961060109,HeBreW,nl
0:1:590109,76561197961445947,Schnap,nl
0:0:25711029,76561198011687786,Apalachio,nl
0:1:78388,76561197960422505,p3aNu7,nl
0:0:1166613,76561197962598954,Henchmen,nl
0:0:1248747,76561197962763222,Banzai,nl
0:0:21087,76561197960307902,kr8,nl
0:0:218092,76561197960701912,syphax,nl
0:0:274117,76561197960813962,The Doctor,nl
0:0:3512713,76561197967291154,BurNer,nl
0:0:357808,76561197960981344,stiflah,nl
0:0:46952,76561197960359632,zmaster,nl
0:0:508607,76561197961282942,Snatch,nl
0:1:842466,76561197961950661,Punisher,nl
0:1:76912,76561197960419553,Freaky,nl
0:1:55100,76561197960375929,BoA,nl
0:1:5174696,76561197970615121,Flugster,nl
0:1:1487087,76561197963239903,Spr,nl
0:1:244612,76561197960754953,BaakiO,nl
0:1:3069797,76561197966405323,Killabee,nl
0:0:109186,76561197960484100,Yo`SeLf,nl
0:0:1141209,76561197962548146,ectomorph,nl
0:0:1275842,76561197962817412,angel,nl
0:0:1239542,76561197962744812,SonInLaw,nl
0:0:1363477,76561197962992682,Sidekick,nl
0:0:175222,76561197960616172,Canto,nl
0:0:1943925,76561197964153578,Bonafide,nl
0:0:360077,76561197960985882,Dennis,nl
0:0:2722666,76561197965711060,aard,nl
0:0:3644270,76561197967554268,sNeAkY,nl
0:0:389832,76561197961045392,eentje,nl
0:0:515879,76561197961297486,Wired,nl
0:0:517069,76561197961299866,WiCKeD,nl
0:1:857735,76561197961981199,BurNer,nl
0:0:423442,76561197961112612,ONyX,nl
0:1:822805,76561197961911339,Senz,nl
0:0:428829,76561197961123386,DoGMeaT,nl
0:1:932150,76561197962130029,Puzuzu,nl
0:1:578063,76561197961421855,Vogeltje,nl
0:1:523182,76561197961312093,Matando,nl
0:0:79973,76561197960425674,NegoMonKee,nl
0:0:8029362,76561197976324452,hachee,nl
0:1:1190553,76561197962646835,MXStream,nl
0:1:1216478,76561197962698685,perzik,nl
0:1:1290799,76561197962847327,ChooX,nl
0:1:10957,76561197960287643,Sp0cK,nl
0:1:14195,76561197960294119,Sharky,nl
0:1:1339815,76561197962945359,Raziel,nl
0:1:1293450,76561197962852629,gUnit,nl
0:1:18127,76561197960301983,Sliver,nl
0:0:5052980,76561197970371688,Sliver,nl
0:1:2205887,76561197964677503,Oddy,nl
0:1:29336,76561197960324401,DiPoLe,nl
0:1:3278176,76561197966822081,Mythical,nl
0:1:254932,76561197960775593,Self,nl
0:1:458522,76561197961182773,TAO,nl
0:1:26259751,76561198012785231,HiipFire,nl
0:1:41770765,76561198043807259,Marckvdv,nl
0:1:22103689,76561198004473107,Nax,se
0:1:33569648,76561198027405025,dash,se
0:1:1506790,76561197963279309,ScreaM*,se
0:1:961613,76561197962188955,BeNji,se
0:1:20606161,76561198001478051,Angelous,se
0:1:15559472,76561197991384673,Andreas S.,se
0:0:3844270,76561197967954268,T}{C,se
0:1:4719873,76561197969705475,NoC,se
0:0:1680779,76561197963627286,sp0kz,se
0:0:4273120,76561197968811968,Mecker,se
0:0:658479,76561197961582686,BillyBoySeXToy(Nico),se
0:1:19380903,76561197999027535,KB,se
0:0:984,76561197960267696,BulliT,se
0:0:13092,76561197960291912,BulliT,se
0:1:5805715,76561197971877159,Tower(Strego),se
0:0:10718807,76561197981703342,Apan!,se
0:0:1777538,76561197963820804,Wh!p,se
0:1:1553889,76561197963373507,Nateer,se
0:0:4589363,76561197969444454,rayban,se
0:0:944527,76561197962154782,SpiX,se
0:0:3745664,76561197967757056,No10,se
0:1:139685,76561197960545099,tOrM,se
0:0:38218,76561197960342164,Austin,se
0:1:16575998,76561197993417725,quadrazid,se
0:0:3051818,76561197966369364,lagz0r,se
0:0:588780,76561197961443288,Galzac,se
0:1:1795601,76561197963856931,NaTaS,se
0:0:1113357,76561197962492442,aRLa,se
0:0:4525048,76561197969315824,Tyko,se
0:0:1384037,76561197963033802,ion,se
0:0:38049,76561197960341826,BladeRunner,se
0:0:555342,76561197961376412,fajjtiz,se
0:1:2084410,76561197964434549,BillyBoySeXToy,se
0:0:3529809,76561197967325346,Liquid,se
0:0:118126,76561197960501980,spacey,se
0:0:132638,76561197960531004,Slave,se
0:0:3166985,76561197966599698,Tiggr,se
0:1:5858321,76561197971982371,AverM4n,se
0:1:61684,76561197960389097,ePk,se
0:1:598892,76561197961463513,Azami,se
0:1:3074456,76561197966414641,OfAbug,se
0:1:4688281,76561197969642291,walle,se
0:0:1161169,76561197962588066,Roovie,se
0:0:1144869,76561197962555466,SuperSonic,se
0:0:1212581,76561197962690890,sTEN,se
0:0:1227865,76561197962721458,StrapOn,se
0:0:1379289,76561197963024306,kaniz,se
0:0:1672235,76561197963610198,Hassel,se
0:0:297074,76561197960859876,Staz,se
0:0:3818524,76561197967902776,L!z4rD,se
0:0:441680,76561197961149088,TW,se
0:0:4613687,76561197969493102,sphere,se
0:0:531243,76561197961328214,ZolteX,se
0:1:7555800,76561197975377329,cHRI$,se
0:1:5508075,76561197971281879,Deep,se
0:0:689899,76561197961645526,silver,se
0:0:7976824,76561197976219376,coolkid,se
0:0:727092,76561197961719912,CRASH FORT,se
0:1:13712687,76561197987691103,treetoon,se
0:1:6332008,76561197972929745,Zhouy,se
0:1:1205678,76561197962677085,Taraxacum officinale,se
0:1:1513492,76561197963292713,Silmon,se
0:1:160026,76561197960585781,DieZeL,se
0:1:4467479,76561197969200687,P0K3N,se
0:1:292610,76561197960850949,Deep,se
0:1:1927360,76561197964120449,quick,se
0:1:122068531,76561198204402791,Foxboll,se
0:0:16362365,76561197992990458,Vryndar,se
0:0:21616499,76561198003498726,Aquila,se
0:1:32494137,76561198025254003,goose,se
0:0:20198262,76561198000662252,d0t,se
0:1:77701122,76561198115667973,stooh,se
0:0:8726966,76561197977719660,brainfluid,se
0:1:28299457,76561198016864643,nyddesson,se
0:1:123683345,76561198207632419,[TA]Ishmael,se
0:1:2349815,76561197964965359,Viking,no
0:1:17644286,76561197995554301,plogservice,no
0:1:461652,76561197961189033,eP??,no
0:1:338249,76561197960942227,Snarky,no
0:0:22992,76561197960311712,nad,no
0:0:8487480,76561197977240688,KerriL,no
0:1:1397316,76561197963060361,Gizmo,no
0:1:14656006,76561197989577741,badboob(1^^a),no
0:0:998059,76561197962261846,flair,no
0:1:713195,76561197961692119,Pimp,no
0:1:13596692,76561197987459113,Pitbull,no
0:0:943071,76561197962151870,Zero-Master,no
0:0:73443,76561197960412614,Mort,no
0:1:62085064,76561198084435857,Mean Poet,no
0:1:11314232,76561197982894193,KisN,no
0:0:3972694,76561197968211116,donex,no
0:0:4065530,76561197968396788,NORWEGIAN_HUNTER,no
0:1:821641,76561197961909011,K@ny,no
0:1:938514,76561197962142757,Pushit,no
0:1:653628,76561197961572985,targa,no
0:0:601352,76561197961468432,Ferret,no
0:0:6191360,76561197972648448,XeRoX,no
0:0:8790471,76561197977846670,Mr FreeFlow,no
0:0:978606,76561197962222940,NitzerEbb,no
0:1:4063397,76561197968392523,DemoniC,no
0:0:1040092,76561197962345912,FroZT,no
0:1:860911,76561197961987551,Urge,no
0:1:89851,76561197960445431,Corleon3,no
0:1:770594,76561197961806917,Umpi,no
0:1:6172675,76561197972611079,Advanced,no
0:0:5828920,76561197971923568,Vidocq,no
0:1:313532,76561197960892793,Spdz,no
0:1:3672418,76561197967610565,Brave,no
0:1:50353275,76561198060972279,Avbooo,no
0:1:6030815,76561197972327359,PJC,uk
0:0:726307,76561197961718342,Diantalvic,uk
0:0:40005522,76561198040276772,DirK,uk
0:1:39961597,76561198040188923,rammy,uk
0:0:815770,76561197961897268,chop,uk
0:1:5041564,76561197970348857,PaNiC,uk
0:1:25811,76561197960317351,glasstraxx??,uk
0:0:2433627,76561197965132982,Daz,uk
0:1:516360,76561197961298449,LordSoth,uk
0:0:764654,76561197961795036,PHREAK,uk
0:1:42843621,76561198045952971,godura,uk
0:0:15418199,76561197991102126,Paulh4x,uk
0:0:1318121,76561197962901970,Olleh,uk
0:0:42039853,76561198044345434,UgA-bUgA,uk
0:0:557164,76561197961380056,GarpY,uk
0:0:14330,76561197960294388,DoN,uk
0:1:1021039,76561197962307807,Lucretius,uk
0:0:5123388,76561197970512504,lynx,uk
0:1:1332296,76561197962930321,lynx,uk
0:1:12868,76561197960291465,lynx,uk
0:1:133328,76561197960532385,hal1L,uk
0:0:20889509,76561198002044746,DaRkY,uk
0:1:1558368,76561197963382465,F@T@L ErRoR,uk
0:0:42959,76561197960351646,Tolon,uk
0:1:3748614,76561197967762957,GeZza,uk
0:1:8887883,76561197978041495,B0NK3R5,uk
0:0:297413,76561197960860554,StoppA,uk
0:1:26214877,76561198012695483,Vlad,uk
0:1:210427,76561197960686583,sprogeh,uk
0:1:2311755,76561197964889239,rammy,uk
0:1:8860268,76561197977986265,WolfStrike,uk
0:1:16115353,76561197992496435,Gully,uk
0:1:1102237,76561197962470203,Stig,uk
0:1:1076714,76561197962419157,$p@Z,uk
0:1:4621917,76561197969509563,JC,uk
0:1:1547907,76561197963361543,Lax,uk
0:0:5332905,76561197970931538,Silent_Ghost,uk
0:0:1655413,76561197963576554,SmaX,uk
0:0:283208,76561197960832144,ViKiNG,uk
0:0:5204969,76561197970675666,Ant,uk
0:0:3187341,76561197966640410,Allyn,uk
0:1:1605252,76561197963476233,iT3,uk
0:1:714883,76561197961695495,Striker,uk
0:0:27025821,76561198014317370,England,uk
0:0:1609500,76561197963484728,Scott,uk
0:1:3851421,76561197967968571,ChrOniC,uk
0:1:461035,76561197961187799,ArchAnGeL,uk
0:1:1429352,76561197963124433,bom,uk
0:0:193904,76561197960653536,Pilgrim,uk
0:1:14421,76561197960294571,SauL,uk
0:1:446481,76561197961158691,HeLLFiRe,uk
0:0:1561237,76561197963388202,GeNeSiS,uk
0:1:183058,76561197960631845,UzI,uk
0:0:1799517,76561197963864762,Daftness,uk
0:1:462938,76561197961191605,cl3Ric,uk
0:1:497915,76561197961261559,HornYHal0,uk
0:1:286921,76561197960839571,hades,uk
0:0:802642,76561197961871012,MadMoony,uk
0:0:533823,76561197961333374,Panda,uk
0:1:677731,76561197961621191,J0ey,uk
0:1:515603,76561197961296935,goliath,uk
0:0:2295283,76561197964856294,DonTBlinK,uk
0:0:1101524,76561197962468776,Sane,uk
0:0:11443708,76561197983153144,Gully,uk
0:0:11962158,76561197984190044,moist,uk
0:0:1258273,76561197962782274,Paulhax,uk
0:0:132070,76561197960529868,Shrubbery,uk
0:0:1372717,76561197963011162,Lurx,uk
0:0:143736,76561197960553200,VECTREX,uk
0:0:1523551,76561197963312830,-Botty-,uk
0:0:154043,76561197960573814,=RAGE=,uk
0:0:1698435,76561197963662598,N1k23,uk
0:0:1962947,76561197964191622,CTV,uk
0:0:229140,76561197960724008,TiM,uk
0:0:289688,76561197960845104,Giy,uk
0:0:2763708,76561197965793144,trigger_hurt,uk
0:0:2705529,76561197965676786,Piem@n,uk
0:0:4450253,76561197969166234,Cem,uk
0:0:3742439,76561197967750606,H3R3T1C,uk
0:0:449022,76561197961163772,*JC*,uk
0:0:411302,76561197961088332,Ninja,uk
0:0:52464,76561197960370656,JuGGeR,uk
0:0:4596107,76561197969457942,SCumbag,uk
0:0:468141,76561197961202010,1337,uk
0:0:473915,76561197961213558,2Drunk2Funk,uk
0:0:482593,76561197961230914,GeNMonKee,uk
0:1:8091691,76561197976449111,Choke,uk
0:1:7855312,76561197975976353,DoNaLd,uk
0:1:792983,76561197961851695,HaLfHoLy,uk
0:1:66197,76561197960398123,KurupT,uk
0:1:5868354,76561197972002437,niZje,uk
0:1:640998,76561197961547725,Br0dy,uk
0:1:658213,76561197961582155,InZaNe,uk
0:0:6256561,76561197972778850,Dre@m,uk
0:0:63439,76561197960392606,Psymonkee,uk
0:0:660627,76561197961586982,Rhyno,uk
0:0:7918604,76561197976102936,Listee,uk
0:0:866747,76561197961999222,S_P_S,uk
0:0:8877982,76561197978021692,D3v,uk
0:1:106808,76561197960479345,MindZ,uk
0:1:1218,76561197960268165,m3ntal,uk
0:1:1490235,76561197963246199,Snake,uk
0:1:1641191,76561197963548111,Glotty,uk
0:1:2295082,76561197964855893,Steve-O-,uk
0:1:2267917,76561197964801563,Rasta,uk
0:1:3110267,76561197966486263,Digital @ssassin,uk
0:1:3372499,76561197967010727,mikey2guns,uk
0:1:3381225,76561197967028179,north,uk
0:1:355003,76561197960975735,waterboy,uk
0:1:42392,76561197960350513,Dilbert,uk
0:1:4504012,76561197969273753,Actab,uk
0:1:471084,76561197961207897,S@NDM@N,uk
0:1:477524,76561197961220777,supZ,uk
0:0:1085108,76561197962435944,mornor,uk
0:0:11415,76561197960288558,Stavka,uk
0:0:106653,76561197960479034,reapz,uk
0:0:1249862,76561197962765452,Nikolai,uk
0:0:1259901,76561197962785530,TommyC,uk
0:0:1298580,76561197962862888,Foamy,uk
0:0:11705,76561197960289138,SlinkZ,uk
0:0:1208497,76561197962682722,Shine*,uk
0:0:1282891,76561197962831510,Nexus-6,uk
0:0:1286621,76561197962838970,Precizion,uk
0:0:1317587,76561197962900902,AnyKey,uk
0:0:1354918,76561197962975564,PilgriM,uk
0:0:14484,76561197960294696,Mid_gen,uk
0:0:1482372,76561197963230472,Stella,uk
0:0:137499,76561197960540726,Ken,uk
0:0:1393071,76561197963051870,Hicks,uk
0:0:1429250,76561197963124228,phat,uk
0:0:1531848,76561197963329424,Key67,uk
0:0:1806019,76561197963877766,Luggs,uk
0:0:1964621,76561197964194970,John,uk
0:0:205554,76561197960676836,Moonymaster,uk
0:0:241813,76561197960749354,Rent,uk
0:0:2032394,76561197964330516,Actab,uk
0:0:2184127,76561197964633982,rev0,uk
0:0:2196418,76561197964658564,Nex,uk
0:0:2535795,76561197965337318,Zeus,uk
0:0:2857149,76561197965980026,Andy,uk
0:0:294125,76561197960853978,Lemonade Pie,uk
0:0:5345994,76561197970957716,tramazi,uk
0:1:8563,76561197960282855,DYL,uk
0:0:4712275,76561197969690278,socialist^pirate,uk
0:0:487053,76561197961239834,dark*rider,uk
0:0:387828,76561197961041384,Windy,uk
0:0:462048,76561197961189824,Guybrush,uk
0:0:5241093,76561197970747914,tim,uk
0:0:438698,76561197961143124,Megaman,uk
0:0:414148,76561197961094024,gel,uk
0:0:462916,76561197961191560,Sfinkta,uk
0:1:865642,76561197961997013,beast,uk
0:0:2825390,76561197965916508,WaRdy,uk
0:0:4501646,76561197969269020,WaRdy,uk
0:1:565035,76561197961395799,WaRdy,uk
0:0:562253,76561197961390234,WaRdy,uk
0:1:472803,76561197961211335,WaRdy,uk
0:1:673425,76561197961612579,Chillin,uk
0:1:6796220,76561197973858169,Eardrum,uk
0:1:94077,76561197960453883,Badger,uk
0:1:5847558,76561197971960845,Mr.Switch,uk
0:1:562253,76561197961390235,Rob,uk
0:1:564076,76561197961393881,hulk,uk
0:1:888634,76561197962042997,Toastedweed,uk
0:0:565390,76561197961396508,contact,uk
0:0:565469,76561197961396666,calx,uk
0:0:566935,76561197961399598,Boris,uk
0:0:5558160,76561197971382048,Hardy,uk
0:1:661209,76561197961588147,Freesia,uk
0:1:52505,76561197960370739,Scumbag,uk
0:0:62425,76561197960390578,pana,uk
0:0:602029,76561197961469786,Zaxxon,uk
0:1:540567,76561197961346863,Broadbandit,uk
0:0:17586872,76561197995439472,NODZZ,uk
0:0:23977944,76561198008221616,Tomsk45,uk
0:0:712127,76561197961689982,Spirit,uk
0:0:62786,76561197960391300,PULP,uk
0:0:6646719,76561197973559166,copley,uk
0:0:675814,76561197961617356,rapid,uk
0:0:6576970,76561197973419668,Cybercool,uk
0:0:747918,76561197961761564,m0rn,uk
0:0:7668,76561197960281064,MORT,uk
0:0:7703392,76561197975672512,ooH_Betty,uk
0:0:788838,76561197961843404,Cr|m,uk
0:0:80587,76561197960426902,Collision,uk
0:0:82103,76561197960429934,Troj,uk
0:0:855074,76561197961975876,Sauron,uk
0:0:907476,76561197962080680,hulk,uk
0:0:930888,76561197962127504,KurupT,uk
0:0:9344,76561197960284416,Zee,uk
0:0:965342,76561197962196412,Fire_Minion,uk
0:0:9799,76561197960285326,Bulb,uk
0:1:1240545,76561197962746819,Hicks,uk
0:1:1242175,76561197962750079,Rasta,uk
0:0:987856,76561197962241440,Jimmeh,uk
0:1:1304912,76561197962875553,Rapt0r,uk
0:1:1312330,76561197962890389,Buddha,uk
0:1:1325578,76561197962916885,DalePea,uk
0:1:1326730,76561197962919189,Paulhax,uk
0:1:1380733,76561197963027195,Fireblade,uk
0:1:1327752,76561197962921233,BuFF,uk
0:1:115883,76561197960497495,TracerBullet,uk
0:1:1799281,76561197963864291,CaM,uk
0:1:177683,76561197960621095,sod,uk
0:1:157617,76561197960580963,Immy,uk
0:1:1845535,76561197963956799,waterboy,uk
0:1:1977988,76561197964221705,copley,uk
0:1:3217959,76561197966701647,Ant_C,uk
0:1:33535,76561197960332799,Nikolas,uk
0:1:2387591,76561197965040911,Morithacus,uk
0:1:4255436,76561197968776601,ACE|FRAG,uk
0:0:1916726,76561197964099180,cell,uk
0:1:160166,76561197960586061,{{$y$tEm ErRoR}},uk
0:0:121702,76561197960509132,Goose-on-the-loose,uk
0:0:1433,76561197960268594,Parasite,uk
0:1:149600248,76561198259466225,Arv,uk
0:1:9057439,76561197978380607,terq,uk
0:1:4781019,76561197969827767,Hyperborean,uk
0:0:90071827,76561198140409382,Chambers,uk
0:1:17463414,76561197995192557,Hexide,uk
0:0:99333934,76561198158933596,Wobfog,uk
0:1:420777771,76561198801821271,sabian,uk
0:1:109694876,76561198179655481,sabian,uk
0:0:17835546,76561197995936820,mystic,uk
0:0:42341,76561197960350410,Airm4x,ar
0:0:66739050,76561198093743828,PeLaGr0Xs,ar
0:1:23161492,76561198006588713,Baguvix,ar
0:1:20259792,76561198000785313,PainmakeR,ar
0:1:83463,76561197960432655,Araziel,ar
0:1:846095,76561197961957919,zero,ar
0:0:38002740,76561198036271208,necro,ar
0:1:78253,76561197960422235,shadow,ar
0:1:8315628,76561197976896985,shamek,ar
0:0:54236542,76561198068738812,gok,ar
0:0:28513963,76561198017293654,KaoZ,ar
0:1:20929114,76561198002123957,ketaMine,ar
0:0:46291770,76561198052849268,t0m,ar
0:0:42858313,76561198045982354,Gothenss,ar
0:0:42342,76561197960350412,kohzer,ar
0:1:38698655,76561198037663039,Skrim,ar
0:1:38480025,76561198037225779,MauroS,ar
0:0:56094316,76561198072454360,NaSH,ar
0:1:47058976,76561198054383681,Dany,ar
0:0:48694810,76561198057655348,sham3ka,ar
0:0:41425598,76561198043116924,Ozl,ar
0:0:48398768,76561198057063264,Juampy,ar
0:1:47582367,76561198055430463,Wobofet,ar
0:0:53876292,76561198068018312,next,ar
0:0:19123163,76561197998512054,Unlimited,ar
0:0:21389555,76561198003044838,BigBurrito(ChoZ),ar
0:0:24478609,76561198009222946,F3ll,ar
0:0:25739084,76561198011743896,JuLeS,ar
0:1:28916693,76561198018099115,Crackmen,ar
0:0:58384811,76561198077035350,drecks,ar
0:1:3155881,76561197966577491,kenn,ar
0:0:22362820,76561198004991368,Spirit,ar
0:1:47969726,76561198056205181,Lautaro,ar
0:0:29586697,76561198019439122,mxitho,ar
0:0:27323959,76561198014913646,Wobo,ar
0:1:37958394,76561198036182517,KnoT,ar
0:1:39429810,76561198039125349,Rocho,ar
0:1:28204760,76561198016675249,Bagu,ar
0:1:30770843,76561198021807415,Dani,ar
0:0:21399766,76561198003065260,A!r-Kz,ar
0:0:33418436,76561198027102600,Funes,ar
0:0:37802282,76561198035870292,Dark,ar
0:0:43150101,76561198046565930,WobofeT,ar
0:0:28415569,76561198017096866,Nobzito,ar
0:0:36917927,76561198034101582,Scared,ar
0:0:36915086,76561198034095900,kovic(furry),ar
0:0:32230055,76561198024725838,MaTiaS,ar
0:0:37563299,76561198035392326,Jagus,ar
0:0:40576171,76561198041418070,Rodrigo,ar
0:0:41626065,76561198043517858,ALF,ar
0:0:38934738,76561198038135204,Baku,ar
0:1:62121048,76561198084507825,Payaso,ar
0:1:58603760,76561198077473249,LeentZ,ar
0:0:61673311,76561198083612350,Pegasus,ar
0:1:55218865,76561198070703459,Nembekz,ar
0:0:892936,76561197962051600,Conch!ta,ar
0:0:20655765,76561198001577258,Kennzu,ar
0:1:38233909,76561198036733547,RoBeRtO,ar
0:1:25206424,76561198010678577,Kennzu,ar
0:1:78155,76561197960422039,Toddy,ar
0:0:38205252,76561198036676232,Necro,ar
0:1:28308530,76561198016882789,Shanks,ar
0:1:26946362,76561198014158453,Toksic,ar
0:1:39221318,76561198038708365,GastYk (Titanium),ar
0:0:28053412,76561198016372552,KnoT,ar
0:1:35470474,76561198031206677,Pedr0km,ar
0:0:26862663,76561198013991054,fila,ar
0:0:37414786,76561198035095300,Ponja,ar
0:0:20672076,76561198001609880,Matu,ar
0:1:32069268,76561198024404265,Chaplin,ar
0:1:24522451,76561198009310631,Sho0CK!,ar
0:1:24486810,76561198009239349,UnKnOwN,ar
0:0:43225053,76561198046715834,SnA,ar
0:0:22393552,76561198005052832,Merse,ar
0:0:18371913,76561197997009554,Antr@x,ar
0:0:21829445,76561198003924618,Over(LeO),ar
0:0:23465953,76561198007197634,Th0xM(FreeZ0)(tOm),ar
0:1:26257083,76561198012779895,tOm(faqqu),ar
0:0:35415414,76561198031096556,alliens(tOm),ar
0:1:29946377,76561198020158483,Crackmen,ar
0:0:29401534,76561198019068796,t0m,ar
0:1:24795894,76561198009857517,RushO,ar
0:0:31451342,76561198023168412,SebaX,ar
0:1:27553703,76561198015373135,z0rax,ar
0:0:23609265,76561198007484258,Shadow,ar
0:1:33403593,76561198027072915,Robin,ar
0:0:31726698,76561198023719124,Maty,ar
0:0:38128777,76561198036523282,FleitaZ,ar
0:0:38249075,76561198036763878,Annesia,ar
0:1:24563934,76561198009393597,Juani,ar
0:0:75130049,76561198110525826,eduZ,ar
0:0:26349379,76561198012964486,Salt,ar
0:1:24966548,76561198010198825,Thousand,ar
0:0:33661287,76561198027588302,flasher,ar
0:0:30247546,76561198020760820,Nemesis,ar
0:0:38932800,76561198038131328,Luchox,ar
0:0:38286712,76561198036839152,auntZ,ar
0:0:25265789,76561198010797306,F4ku(kovic?),ar
0:0:36201799,76561198032669326,Asesino,ar
0:1:36949709,76561198034165147,SebaX,ar
0:1:25947286,76561198012160301,edugrOxZ,ar
0:0:25869782,76561198012005292,ScorpiO,ar
0:1:27163898,76561198014593525,fiorO,ar
0:1:16166920,76561197992599569,Nevermore,ar
0:1:26257033,76561198012779795,Faqqu,ar
0:0:19356318,76561197998978364,eZe,ar
0:0:3715228,76561197967696184,eLeSeDe,ar
0:0:55402446,76561198071070620,f3r,ar
0:0:52476509,76561198065218746,Cast0r,ar
0:1:44690959,76561198049647647,Luxray,ar
0:0:58619263,76561198077504254,Payaso,ar
0:1:33065527,76561198026396783,LEo,ar
0:0:47044085,76561198054353898,k0ner,ar
0:0:37941069,76561198036147866,CdKey---,ar
0:0:90932380,76561198142130488,AgustiiN.,ar
0:0:177070649,76561198314407026,Travuca,ar
0:0:66388916,76561198093043560,Travuca,ar
0:1:80126850,76561198120519429,~oAs!s,pe
0:0:25129126,76561198010523980,Darkmenc!To,pe
0:0:50598346,76561198061462420,Ryuk,pe
0:0:18100219,76561197996466166,Cham,pe
0:0:12542897,76561197985351522,K3NS4N,pe
0:1:19781888,76561197999829505,DarkzitO,pe
0:1:21364547,76561198002994823,Assassin,pe
0:1:22181085,76561198004627899,jeffNero,pe
0:1:21377645,76561198003021019,JucarY,pe
0:0:18702509,76561197997670746,xGcLx,pe
0:0:18224997,76561197996715722,KaelThaZ,pe
0:1:20877630,76561198002020989,Rikimaru,pe
0:0:1295240,76561197962856208,JeffNero,pe
0:1:3910883,76561197968087495,SyAvA,pe
0:0:27122892,76561198014511512,NIIX*,pe
0:1:19015478,76561197998296685,FuraY,pe
0:1:21377976,76561198003021681,sk89,pe
0:0:21531154,76561198003328036,karlos,pe
0:1:33301294,76561198026868317,FuriOuz,pe
0:1:33403568,76561198027072865,JeffNero,pe
0:0:28503198,76561198017272124,JeffNero,pe
0:1:25760316,76561198011786361,SCaliN,pe
0:0:19976290,76561198000218308,Whorkein,pe
0:1:28830170,76561198017926069,TatufeX,pe
0:1:21365368,76561198002996465,Andre,pe
0:0:26297260,76561198012860248,Zero-Hunter!,pe
0:0:21713430,76561198003692588,SeekerZ,pe
0:1:24962687,76561198010191103,Archer,pe
0:1:9207647,76561197978681023,Fait,pe
0:0:20079541,76561198000424810,Freeze,pe
0:0:20590461,76561198001446650,Ultimate,pe
0:1:17556795,76561197995379319,Rockm@n,pe
0:1:80619346,76561198121504421,knd,pe
0:1:78051508,76561198116368745,FrANsHitO,pe
0:1:60025787,76561198080317303,Tatufex,pe
0:0:78028246,76561198116322220,MarcOz,pe
0:0:41909069,76561198044083866,Freddy,pe
0:1:47773690,76561198055813109,RoBmAn,pe
0:0:80942727,76561198122151182,Jeffnero,pe
0:1:74321843,76561198108909415,oLie,pe
0:0:61894434,76561198084054596,Dcarlox,pe
0:0:80279612,76561198120824952,ShooTCrazY,br
0:0:7349078,76561197974963884,FaruZ,br
0:1:25429600,76561198011124929,Crash,br
0:1:13746842,76561197987759413,Fatal,br
0:0:11667749,76561197983601226,flashZ,br
0:1:48186307,76561198056638343,atyla,br
0:1:26286454,76561198012838637,spyden,br
0:0:57916385,76561198076098498,LokOoO,br
0:0:40624089,76561198041513906,Binhu,br
0:0:27215044,76561198014695816,ShinoK,br
0:1:23878839,76561198008023407,Angry.Lion$,br
0:1:25092618,76561198010450965,0zzy,br
0:0:440800,76561197961147328,GiNiN,br
0:1:35422946,76561198031111621,N0 F34R,br
0:0:2083615,76561197964432958,nosfa,br
0:0:20361279,76561198000988286,O CEGO,br
0:1:26281809,76561198012829347,Dohko,br
0:0:36694670,76561198033655068,toxi,br
0:1:55031385,76561198070328499,blood,br
0:1:551210,76561197961368149,RavnaR,br
0:0:3720596,76561197967706920,Pinoquio,br
0:1:3510585,76561197967286899,High,br
0:1:33642431,76561198027550591,Pyrokinesis,br
0:1:10817593,76561197981900915,Gota,br
0:1:60466458,76561198081198645,Chuck.Norris,br
0:1:58056316,76561198076378361,OzzY,br
0:1:12548795,76561197985363319,Sugador,br
0:1:44649036,76561198049563801,deadmau5,br
0:0:49182010,76561198058629748,s3Lv4g3ns,br
0:0:19099605,76561197998464938,MbM,br
0:1:1612362,76561197963490453,Tchan,br
0:0:3635034,76561197967535796,AiM,br
0:0:25632317,76561198011530362,Mattymanny, br
0:0:848605,76561197961962938,Chaves,br
0:1:6795689,76561197973857107,Chaves,br
0:1:3685011,76561197967635751,sKaZ,br
0:1:5619222,76561197971504173,konnhand,br
0:1:2681176,76561197965628081,SpOck,br
0:1:9875440,76561197980016609,Lima,br
0:1:12062329,76561197984390387,FredZ,br
0:1:11351786,76561197982969301,Specialist,br
0:0:11209054,76561197982683836,LuaN,br
0:0:3666004,76561197967597736,Matador,br
0:0:9526130,76561197979317988,CrashZ,br
0:1:3649512,76561197967564753,nosfa,br
0:0:1525270,76561197963316268,Faru,br
0:0:3616939,76561197967499606,Sugador,br
