steamid,steamid64,name,nationality
0:1:1966893,76561197964199515,CRAZYgirl,ca
0:1:1803970,76561197963873669,Zonemaster,ca
0:1:507399,76561197961280527,stfu,ca
0:1:4847676,76561197969961081,Ruthle$$,ca
0:1:288234,76561197960842197,SpArKs,ca
0:1:477966,76561197961221661,Disembowler,ca
0:0:116476277,76561198193218282,Griffin,ca
0:1:5946194,76561197972158117,KELLZ,ca
0:0:40730663,76561198041727054,AYB,ca
0:0:54926825,76561198070119378,LittleRunt,ca
0:0:5807418,76561197971880564,HSForya12,ca
0:0:41915077,76561198044095882,Juck@`,mx
0:1:22654519,76561198005574767,Ec|ipz3,mx
0:0:39910802,76561198040087332,Ec|ipz3,mx
0:0:23489613,76561198007244954,VeNus,mx
0:1:24253041,76561198008771811,Carlangas,mx
0:0:23434157,76561198007134042,itachi,mx
0:1:24638864,76561198009543457,Ornelas,mx
0:1:17269393,76561197994804515,Zucker,mx
0:1:22820474,76561198005906677,eAgLe,mx
0:0:23441210,76561198007148148,7ezuss,mx
0:1:34689719,76561198029645167,Oroshi,mx
0:1:9386874,76561197979039477,Serono,mx
0:0:16773187,76561197993812102,Chilorio,mx
0:0:44849296,76561198049964320,kRoNoX,mx
0:0:30738155,76561198021742038,David(Extremme),mx
0:0:41652543,76561198043570814,scar7aze(SliMJi7),mx
0:1:17377350,76561197995020429,Tony Montana,mx
0:0:21300716,76561198002867160,Bivoras,mx
0:0:30790036,76561198021845800,7honnaV,mx
0:1:42643557,76561198045552843,ALFREED,mx
0:1:35055779,76561198030377287,Torvick,mx
0:1:14700787,76561197989667303,Pansas,mx
0:1:11725575,76561197983716879,Alexcaz,mx
0:1:23067533,76561198006400795,Os1R1s,mx
0:1:88087593,76561198136440915,House,mx
0:0:1482893,76561197963231514,tomato,mx
0:0:72956,76561197960411640,crT,es
0:1:9137023,76561197978539775,player??,es
0:1:7784162,76561197975834053,-W!|oU*,es
0:0:3633322,76561197967532372,Seapz,es
0:0:7009315,76561197974284358,cH,es
0:0:5874126,76561197972013980,ArcKaNg3(KaCh3),es
0:0:3929157,76561197968124042,srTruCho,es
0:0:1441583,76561197963148894,VaMpY(k4),es
0:1:1824891,76561197963915511,AtreYu,es
0:0:1117395,76561197962500518,Sp@wN,es
0:0:1061960,76561197962389648,Coyote,es
0:0:50582520,76561198061430768,Biucc,es
0:1:4744891,76561197969755511,Rubenako,es
0:0:48308861,76561198056883450,Marc,es
0:1:24723126,76561198009711981,Lucian,es
0:0:24837953,76561198009941634,Gh0sT,es
0:1:39458595,76561198039182919,trimareS,es
0:1:113534528,76561198187334785,trimareS,es
0:0:26289306,76561198012844340,naz,es
0:1:17735554,76561197995736837,Edgar,es
0:0:1739205,76561197963744138,b@rTo,es
0:0:800915,76561197961867558,V,es
0:1:1524100,76561197963313929,Gir4l-(Robo),es
0:1:53871,76561197960373471,MaSqUi,es
0:0:10542231,76561197981350190,SpaRRoW(HACKED ACCOUNT),es
0:0:3937020,76561197968139768,Marcus,es
0:0:290547,76561197960846822,Tempest4,es
0:1:830998,76561197961927725,Onez,es
0:1:34671975,76561198029609679,Akatsuki Pain,es
0:0:37305577,76561198034876882,Diego,es
0:1:36919995,76561198034105719,Lawliet,es
0:1:563004,76561197961391737,Algol,es
0:1:816449,76561197961898627,kNuCkleS,es
0:0:2010940,76561197964287608,DaniPotras,es
0:1:10463154,76561197981192037,r3negad0,es
0:1:746134,76561197961757997,Ne0.o,es
0:0:647183,76561197961560094,k4,es
0:1:1707050,76561197963679829,Ev1L.Rap7oR,es
0:1:3263458,76561197966792645,Dungeon,es
0:1:3618439,76561197967502607,GuO,es
0:1:4686593,76561197969638915,Mr_R4TA,es
0:0:33414297,76561198027094322,Worry d Cai,es
0:0:33673777,76561198027613282,Garet,es
0:0:134823,76561197960535374,Genkhan,es
0:0:1403147,76561197963072022,LolerZ,es
0:0:1432912,76561197963131552,LaVe,es
0:0:1742747,76561197963751222,HoMs,es
0:0:16709,76561197960299146,Sp4NISH,es
0:0:3597945,76561197967461618,B@rTo,es
0:0:41494,76561197960348716,Spw|TT,es
0:1:633740,76561197961533209,Vi0LaToR,es
0:0:393136,76561197961052000,Vi0LaToR,es
0:1:742829,76561197961751387,Ne0,es
0:0:694296,76561197961654320,Jwardlord,es
0:1:8842539,76561197977950807,Cientifiko_L0k0,es
0:1:3332684,76561197966931097,Ev1L.Rap7oR,es
0:1:228566,76561197960722861,AlGuNo,es
0:0:36705,76561197960339138,prydZ,be
0:1:127123,76561197960519975,smurf,be
0:1:1388439,76561197963042607,real1ty,be
0:0:19197710,76561197998661148,abu,be
0:1:12844,76561197960291417,Taz,be
0:1:15535455,76561197991336639,fatch!,be
0:0:376625,76561197961018978,Trip,be
0:0:3583467,76561197967432662,Ikegami,be
0:1:33433201,76561198027132131,zeRox,be
0:0:845870,76561197961957468,Uveys(n0w4y),be
0:0:975553,76561197962216834,Zidox,be
0:1:67921,76561197960401571,xii,be
0:1:13955340,76561197988176409,hybrid,be
0:0:16339531,76561197992944790,Premier,be
0:0:520074,76561197961305876,Attalia(Aziel6),be
0:0:10744610,76561197981754948,lem,be
0:0:10833193,76561197981932114,Gothix,be
0:0:12797400,76561197985860528,Babwin,be
0:0:3095096,76561197966455920,Dipster,be
0:0:36132,76561197960337992,Ghostface,be
0:0:4146989,76561197968559706,actiebelg,be
0:1:6252802,76561197972771333,maiki,be
0:1:52834,76561197960371397,aToMiX,be
0:1:631378,76561197961528485,$kyL!N3,be
0:1:18859,76561197960303447,lem,be
0:1:314479,76561197960894687,gntr,be
0:1:246842,76561197960759413,KRM,be
0:1:254349,76561197960774427,BzD,be
0:0:136279,76561197960538286,eaZ,be
0:0:14412,76561197960294552,-SoNic-,be
0:0:17034,76561197960299796,nutella,be
0:0:1556849,76561197963379426,x3n3x,be
0:0:19696,76561197960305120,demOn,be
0:0:229285,76561197960724298,xemoN,be
0:0:2202167,76561197964670062,noore,be
0:0:2790987,76561197965847702,Ryo,be
0:0:36825,76561197960339378,SanYo,be
0:0:532105,76561197961329938,snipg,be
0:1:85699,76561197960437127,Alba,be
0:1:938057,76561197962141843,killerrot,be
0:1:764413,76561197961794555,xaLi,be
0:1:51028,76561197960367785,x3r,be
0:0:742893,76561197961751514,SubZer0,be
0:0:72774,76561197960411276,Furie,be
0:0:72271,76561197960410270,Jade,be
0:1:1133830,76561197962533389,Ruf,be
0:1:1492803,76561197963251335,eXoceT,be
0:1:2085521,76561197964436771,spirou,be
0:1:1485546,76561197963236821,Armani,be
0:1:2114722,76561197964495173,Friii,be
0:1:237449,76561197960740627,perizzites,be
0:1:45616,76561197960356961,adio,be
0:1:3939524,76561197968144777,Bud Nearly,be
0:1:3752716,76561197967771161,SilverStranger,be
0:1:171038129,76561198302341987,sh4k,be
0:0:96712031,76561198153689790,Beginner,be
0:0:33202129,76561198026669986,chinese_soup,cz
0:1:295172,76561197960856073,StealthY,cz
0:0:11782860,76561197983831448,Wajtas571,cz
0:1:12248494,76561197984762717,Kobra,cz
0:1:745034,76561197961755797,kmk,cz
0:0:3860936,76561197967987600,virago,cz
0:0:8394697,76561197977055122,Sarge,cz
0:0:125202,76561197960516132,nAkAshi(Roger),cz
0:1:10965769,76561197982197267,nAkAshi,cz
0:0:199881,76561197960665490,Mortal,cz
0:1:17112641,76561197994491011,E[x]IT,cz
0:1:1512717,76561197963291163,sadomen,cz
0:1:1226548,76561197962718825,BodMrAzu,cz
0:0:3866704,76561197967999136,Felix,cz
0:1:13993159,76561197988252047,TbhoB,cz
0:0:83767,76561197960433262,Kravko,cz
0:1:205985,76561197960677699,<<*BaD_CoNNecT*>>,cz
0:1:225410,76561197960716549,Unbreakable,cz
0:1:2406702,76561197965079133,Kravko,cz
0:0:146753,76561197960559234,Hack-C,cz
0:0:192051,76561197960649830,Katalyzator,cz
0:0:192148,76561197960650024,SoByT,cz
0:0:1844428,76561197963954584,Qali,cz
0:0:326078,76561197960917884,Albert,cz
0:0:367096,76561197960999920,Cordel-Walker,cz
0:0:4419467,76561197969104662,revEn,cz
0:0:774814,76561197961815356,K!l,cz
0:0:859889,76561197961985506,Gordon,cz
0:1:1317186,76561197962900101,Magic,cz
0:1:1856700,76561197963979129,blm,cz
0:1:191503,76561197960648735,Gordon,cz
0:1:500139,76561197961266007,BlackMan,cz
0:0:1023959,76561197962313646,Virus_2003,cz
0:0:1023953,76561197962313634,Virus_2003,cz
0:0:60468091,76561198081201910,Burny,cz
0:1:26912185,76561198014090099,fykseN,cz
0:1:15644863,76561197991555455,ChiChiN,cz
0:1:123408,76561197960512545,scieN7isT,at
0:1:11644239,76561197983554207,ZeCke!,at
0:1:487123,76561197961239975,*t!gEr*,at
0:1:205206,76561197960676141,cam,at
0:0:11040916,76561197982347560,Crowbar /',at
0:0:48536,76561197960362800,moz,at
0:1:7171411,76561197974608551,aZor,at
0:0:11909476,76561197984084680,Reshock(aZor?),at
0:0:8233929,76561197976733586,reshock,at
0:1:16269324,76561197992804377,Ottakringer,at
0:0:1497146,76561197963260020,Hali,at
0:1:7342937,76561197974951603,k!ngzs,at
0:0:11880965,76561197984027658,Kallikles,at
0:1:19556055,76561197999377839,xgun,at
0:0:200050,76561197960665828,hubz,at
0:1:4692724,76561197969651177,Betel,at
0:1:1801666,76561197963869061,BloodyUncle,at
0:0:15146368,76561197990558464,AG-Negative(OP4-Positiv),at
0:1:10458415,76561197981182559,CyrAx,at
0:1:1083912,76561197962433553,Chronos=-,at
0:1:17986178,76561197996238085,Az0r,at
0:1:196140,76561197960658009,k!ngs,at
0:1:43447,76561197960352623,JEPi,at
0:0:2232837,76561197964731402,coldaslife,at
0:0:2254897,76561197964775522,Moses,at
0:0:3185645,76561197966637018,Skull,at
0:0:4547944,76561197969361616,Florian,at
0:1:1264457,76561197962794643,FoX,at
0:1:30605,76561197960326939,Luschi,at
0:1:3682018,76561197967629765,NeRo,at
0:0:34200004,76561198028665736,--DeL-PiYaDE--,at
0:0:38285830,76561198036837388,Brutus,uy
0:0:26005173,76561198012276074,Z7,uy
0:1:33132360,76561198026530449,Nicko,uy
0:1:60671071,76561198081607871,Nicko,uy
0:0:34077213,76561198028420154,Emi,uy
0:0:5934078,76561197972133884,pakito,pt
0:0:2490066,76561197965245860,shu,pt
0:0:10311338,76561197980888404,Darkpsy,pt
0:1:37417442,76561198035100613,SHUTDOWN,pt
0:0:37745,76561197960341218,skulpy,pt
0:1:22389719,76561198005045167,ir0,pt
0:0:1667188,76561197963600104,Fie3ldy,pt
0:0:2540017,76561197965345762,Mafia,pt
0:0:254371,76561197960774470,Makes,pt
0:0:1682036,76561197963629800,moGu,pt
0:0:167113,76561197960599954,Appolyon,pt
0:0:165349,76561197960596426,Rahowa,pt
0:1:1151506,76561197962568741,Mynx,pt
0:1:1490380,76561197963246489,skulp,pt
0:1:198127,76561197960661983,Dy3,pt
0:1:437320602,76561198834906933,GMan,pt
0:0:11593634,76561197983452996,dvr,pl
0:1:3971346,76561197968208421,edd(n00b),pl
0:0:27157604,76561198014580936,Mlody,pl
0:1:41598941,76561198043463611,beton,pl
0:1:22248401,76561198004762531,callousnes,pl
0:1:1390179,76561197963046087,pozdRon,pl
0:1:3836488,76561197967938705,cnc,pl
0:0:5424100,76561197971113928,Jizz`,pl
0:1:14467024,76561197989199777,Junior,pl
0:0:182759,76561197960631246,Spawn,pl
0:0:273053,76561197960811834,Horacy,pl
0:0:518676,76561197961303080,Acid Burn,pl
0:1:751359,76561197961768447,3Xx,pl
0:1:2929247,76561197966124223,RAYos,pl
0:0:3721739,76561197967709206,The Generat,pl
0:0:7959326,76561197976184380,Lolqus,pl
0:1:46705019,76561198053675767,gatar,pl
0:1:30002950,76561198020271629,Ninya,pl
0:1:172194628,76561198304654985,czarson,pl
0:0:71125161,76561198102516050,JKRZ,pl
0:1:108994433,76561198178254595,dj_boshen,pl
0:1:574499703,76561199109265135,[ST]Dawid POLSKA,pl
0:1:64540590,76561198089346909,lucksasul,pl
0:1:21138677,76561198002543083,vOmi,ro
0:0:22211237,76561198004688202,TRP,ro
0:1:24824784,76561198009915297,SoariC,ro
0:1:27099532,76561198014464793,castilio,ro
0:1:27238472,76561198014742673,Samael,ro
0:1:16889440,76561197994044609,m.v.p,ro
0:1:20081762,76561198000429253,Phleabt!,ro
0:1:16826735,76561197993919199,MYTRO,ro
0:1:27232949,76561198014731627,teylo,ro
0:1:37599285,76561198035464299,Scorch,ro
0:0:32078701,76561198024423130,Morfin,ro
0:0:29763494,76561198019792716,DreadL0ck,ro
0:1:37795289,76561198035856307,neo,ro
0:1:15088598,76561197990442925,Uppercut,ro
0:0:26762121,76561198013789970,balegar,ro
0:1:30081563,76561198020428855,versace,ro
0:0:31514267,76561198023294262,kNNbL,ro
0:0:32792202,76561198025850132,Alien,ro
0:1:26374315,76561198013014359,Castiel,ro
0:1:31605996,76561198023477721,Robby,ro
0:0:26618067,76561198013501862,SMUCKEY,ro
0:1:15195879,76561197990657487,Alex??,ro
0:0:39878175,76561198040022078,hll,ro
0:1:28429531,76561198017124791,hll,ro
0:0:38891648,76561198038049024,hll,ro
0:1:32677377,76561198025620483,NoRules(eXe),ro
0:0:32450702,76561198025167132,Einsteyyy,ro
0:1:46517175,76561198053300079,Vad Voci,ro
0:0:36842830,76561198033951388,MaTTex,ro
0:0:40018028,76561198040301784,MaD,ro
0:1:56094338,76561198072454405,dBs-,ro
0:1:70220804,76561198100707337,Scroll,ro
0:0:60422675,76561198081111078,ProjectX,ro
0:0:36684735,76561198033635198,Turbo,ro
0:1:74772708,76561198109811145,EddWardG,ro
0:1:157656927,76561198275579583,Razvy,ro
0:1:220794854,76561198401855437,swoopae,ro
0:1:12881171,76561197986028071,mind1,hu
0:0:16559477,76561197993384682,zsitro,hu
0:0:13929646,76561197988125020,PostMan,hu
0:1:37365368,76561198034996465,TySoN,hu
0:0:32240450,76561198024746628,Brien,hu
0:1:39855471,76561198039976671,Selly,hu
0:0:15504664,76561197991275056,Padavan,hu
0:0:6058664,76561197972383056,Zicsi,hu
0:0:2503113,76561197965271954,ducky badd,hu
0:1:827828,76561197961921385,tgabri,hu
0:1:937422,76561197962140573,Ducky,hu
0:1:1117411,76561197962500551,MagicMagyar,hu
0:0:40807504,76561198041880736,Traderain,hu
0:0:49770374,76561198059806476,Muty,hu
0:1:26289733,76561198012845195,OragoN,it
0:1:10293269,76561197980852267,aledecor,it
0:1:3365128,76561197966995985,aledecor,it
0:1:8838200,76561197977942129,aledecor,it
0:0:1211663,76561197962689054,jerpe,it
0:0:161902,76561197960589532,userid_ivan,it
0:0:2311560,76561197964888848,Apokolokyntotis,it
0:1:857138,76561197961980005,Gnappo,it
0:1:865895,76561197961997519,Giobbe,it
0:1:844069,76561197961953867,M@gn@,it
0:1:985425,76561197962236579,V4DeR,it
0:1:1385167,76561197963036063,Mau James,it
0:1:4006634,76561197968278997,lupowolfi,it
0:0:1076989,76561197962419706,J3sUs,it
0:0:1084179,76561197962434086,TheShark,it
0:0:1391829,76561197963049386,Wile.E.Coyote,it
0:1:578891,76561197961423511,Kykoyokoyo,it
0:1:73201,76561197960412131,Kekkazzo,it
0:1:51288,76561197960368305,B4ff0,it
0:0:663141,76561197961592010,LeLe,it
0:1:1150789,76561197962567307,JoFranz,it
0:1:3403685,76561197967073099,RuBiN,it
0:1:22437207,76561198005140143,Mounir,dz
0:0:22522121,76561198005309970,moom,dz
0:0:19495257,76561197999256242,Amine Dz,dz
0:1:22690382,76561198005646493,SnIp3r,dz
0:1:52358217,76561198064982163,Halo,dz
0:1:21967449,76561198004200627,Mia,dz
0:0:36731496,76561198033728720,ByLkA,dz
0:0:42698314,76561198045662356,Rs,dz
0:1:20170735,76561198000607199,Ammour,dz
0:1:17784529,76561197995834787,EL MEFRINI,dz
0:1:86182930,76561198132631589,algeria,dz
0:1:55539925,76561198071345579,AGantIVIrus,dz
0:0:205656127,76561198371577982,Kakarotossj,dz
0:1:18702116,76561197997669961,fkk,lt
0:0:21391625,76561198003048978,da,lt
0:1:8539619,76561197977344967,bomba,lt
0:0:20124697,76561198000515122,Dragos,lt
0:1:49792513,76561198059850755,FiXmanish,lt
0:0:31655785,76561198023577298,Leetz0r,lt
0:0:23559209,76561198007384146,Obama|SMD,lt
0:1:28422378,76561198017110485,execut4ble,lt
0:1:38787082,76561198037839893,gAiDyS,lt
0:1:53373762,76561198067013253,Scoutas,lt
0:1:26728162,76561198013722053,Pjuvis,lt
0:1:437432354,76561198835130437,polar,lt
0:0:38790502,76561198037846732,niobis,lt
0:1:107027695,76561198174321119,WhyWhy43,lt
0:1:34726189,76561198029718107,Spoinkinator,dk
0:1:15715,76561197960297159,ell,dk
0:1:1078710,76561197962423149,Ezekiel,dk
0:0:10248224,76561197980762176,Bobiram,dk
0:0:26486600,76561198013238928,AQUA(Beast),dk
0:1:30476218,76561198021218165,AQUA??,dk
0:0:5942530,76561197972150788,pick??,dk
0:1:268430,76561197960802589,sgt.moller,dk
0:0:18952757,76561197998171242,StefNNNN,dk
0:1:38722138,76561198037710005,new_york,kz
0:1:46132780,76561198052531289,huffY,kz
0:1:530253,76561197961326235,SlasH QuiT,kz
0:1:60728561,76561198081722851,nas,kz
0:0:23174373,76561198006614474,holy,kz
0:0:54368438,76561198069002604,D1R3cTx,kz
0:0:462878645,76561198886023018,Nurdik,kz
0:1:507478562,76561198975222853,KazBoy,kz
0:0:207952719,76561198376171166,ich,kz
0:0:488253810,76561198936773348,ScriptedSnark,kz
0:1:25403545,76561198011072819,Lia_033,md
0:0:30824248,76561198021914224,Lia_033,md
0:0:27211487,76561198014688702,Burrito,md
0:0:161198241,76561198282662210,bencik,md
0:0:64442191,76561198089150110,Capablanca,mk
0:0:3188242,76561197966642212,psihopat,mk
0:1:169975596,76561198300216921,chuckskull,mk
0:1:13021582,76561197986308893,I)ARTHI)ETH,sk
0:0:15459912,76561197991185552,nuda,sk
0:0:29569558,76561198019404844,S@ndokan??,sk
0:0:1028150,76561197962322028,Mr.BadJoke,sk
0:0:2757460,76561197965780648,Riconaut,sk
0:1:564910,76561197961395549,Qery,sk
0:1:4200333,76561197968666395,Ashrak,sk
0:0:2709828,76561197965685384,jungle extaz,sk
0:0:412663,76561197961091054,PazZ,sk
0:1:1364539,76561197962994807,D!ckIeS,sk
0:1:1694142,76561197963654013,kaa,sk
0:1:3172950,76561197966611629,Miuko,sk
0:1:225396394,76561198411058517,Xirus,sk
0:1:15313922,76561197990893573,WilliamTheSloth,sk
0:0:35172962,76561198030611652,waali,cl
0:0:32332472,76561198024930672,MarK(mK),cl
0:0:42434320,76561198045134368,Carlitos,cl
0:1:16725885,76561197993717499,Dax,cn
0:0:32497982,76561198025261692,KuoMInTang,cn
0:0:436033674,76561198832333076,RRTS Chun,cn
0:0:25774349,76561198011814426,$h@N4K,jo
0:0:1743305,76561197963752338,Hitman(Tommy),az
0:0:47094303,76561198054454334,Foxx,az
0:1:32141104,76561198024547937,RAMUS,az
0:0:2224717,76561197964715162,Irish,ie
0:0:430744,76561197961127216,JANER,ie
0:1:3651388,76561197967568505,J.Rooney,ie
0:1:568460,76561197961402649,ULSTER,ie
0:1:2944559,76561197966154847,J.Rooney,ie
0:1:191416347,76561198343098423,Haiku,ie
0:1:15093866,76561197990453461,Mhono,me
0:0:34425921,76561198029117570,x3mRbL,me
0:1:53491748,76561198067249225,Aky,me
0:0:43357409,76561198046980546,tAhA,pk
0:0:46978644,76561198054223016,ZaIn,pk
0:0:24154386,76561198008574500,Majin Buu,pk
0:0:40901256,76561198042068240,hMzA,pk
0:0:1131188,76561197962528104,dev,nz
0:1:1367497,76561197963000723,Slipper,nz
0:1:487235,76561197961240199,TauLiN,nz
0:1:34793963,76561198029853655,Brolyne,tn
0:1:40628051,76561198041521831,AmYne??,tn
0:0:75038793,76561198110343314,Alienware,tn
0:0:55105694,76561198070477116,Tigana,tn
0:0:314062,76561197960893852,Nau,ee
0:1:3435343,76561197967136415,bldsuu,ee
0:1:188034347,76561198336334423,BotSkipper,ee
0:0:67995478,76561198096256684,bldsuu,ee
0:0:8034771,76561197976335270,mindphix,au
0:1:2449101,76561197965163931,royce,au
0:0:3037893,76561197966341514,Crafty,au
0:0:3434959,76561197967135646,mindphix,au
0:0:5683245,76561197971632218,Jackel,au
0:0:825953,76561197961917634,Browny,au
0:1:1580131,76561197963425991,ThOrN,au
0:0:3775462,76561197967816652,mindphix,au
0:0:709925,76561197961685578,seRj,au
0:0:18531459,76561197997328646,Pineapple,au
0:0:52227637,76561198064721002,Proto,au
0:1:64532746,76561198089331221,spikehunter,au
0:0:121190996,76561198202647720,InputEvelution,au
0:0:75156971,76561198110579670,Munted,au
0:0:222072,76561197960709872,Golem,ch
0:1:21446291,76561198003158311,Jiggles?,ch
0:0:487391,76561197961240510,cG`K!rO,ch
0:1:3606950,76561197967479629,JeenYuS,ch
0:0:1155907,76561197962577542,Mc Gunner,ch
0:0:9058126,76561197978381980,PlAyBoY,ch
0:0:5146378,76561197970558484,Tracid,ch
0:1:1129965,76561197962525659,0rbio,za
0:1:38230487,76561198036726703,The Obscure,za
0:0:31357759,76561198022981246,Happy,il
0:0:101864,76561197960469456,Moggadactyl,il
0:0:12499557,76561197985264842,Saint Soldier,ve
0:0:58181672,76561198076629072,Arianon,ve
0:1:56402448,76561198073070625,Sky,ve
0:1:39881016,76561198040027761,sfiq12,sg
0:0:21392217,76561198003050162,Fufe,ba
0:1:437198,76561197961140125,freak,rs
0:0:17009501,76561197994284730,hazard,rs
0:1:190541319,76561198341348367,StickmaN,rs
0:1:52921606,76561198066108941,DeXTeR,rs
0:1:1532424,76561197963330577,aro,si
0:1:54103,76561197960373935,Krawca,si
0:1:67794326,76561198095854381,Filip_shukky,si
0:1:57173393,76561198074612515,Son1x,si
0:0:4500727,76561197969267182,bAd,jp
0:0:74977,76561197960415682,intOx,jp
0:1:25876755,76561198012019239,GordonFreeman,uz
0:1:586596,76561197961438921,Mr.reg,gr
0:0:1943487,76561197964152702,InFatuAteD,gr
0:0:8470147,76561197977206022,lux,lu
0:0:272251,76561197960810230,caesar,lu
0:0:101833,76561197960469394,slipper,kr
0:1:1719629,76561197963704987,Bio,is
0:1:205999,76561197960677727,t0x,is
0:0:7251425,76561197974768578,Lesterre,is
0:1:406510,76561197961078749,MrBadger,is
0:0:1755753,76561197963777234,Morb!d,bw
0:1:695874,76561197961657477,Rahowa,sa
0:0:546029,76561197961357786,bzns,ao
0:0:602159,76561197961470046,Honda,cy
0:1:345397,76561197960956523,Xorcissy,um
0:1:704212,76561197961674153,Blad,hr
0:0:91182668,76561198142631064,Kuma,ma
0:1:186237054,76561198332739837,NicolaSs,gt
0:0:6789757,76561197973845242,R@$heed990,ps
0:0:1235898,76561197962737524,|||Sk4|||,??
0:0:1485130,76561197963235988,Budzilla,??
0:0:2166104,76561197964597936,**Fresh.2.Death**,??
0:0:2391695,76561197965049118,slave,??
0:0:2735937,76561197965737602,RickJames,??
0:0:3264449,76561197966794626,Moron,??
0:0:438808,76561197961143344,Hali,??
0:1:843179,76561197961952087,buerste,??
0:1:6912798,76561197974091325,badboy,??
0:1:7483200,76561197975232129,Smokey,??
0:1:6294888,76561197972855505,HS R.I.P.,??
0:0:6109668,76561197972485064,spirit dance floor,??
0:0:6130341,76561197972526410,Shadowhawke,??
0:0:7270169,76561197974806066,NightFire,??
0:0:8447354,76561197977160436,scorpiko,??
0:0:9273547,76561197978812822,rafale,??
0:0:9366350,76561197978998428,burnalisor,??
0:1:114997,76561197960495723,ScaMPi,??
0:1:1929676,76561197964125081,Ronald,??
0:1:3947506,76561197968160741,n00b.,??
0:1:24708992,76561198009683713,gans,??
0:0:481556,76561197961228840,QuickSilver,??
0:0:145772,76561197960557272,Eclipse,??
0:0:90257,76561197960446242,Beck,??
0:1:527655,76561197961321039,necro,??
0:0:1585009,76561197963435746,Malice,??
0:0:522831,76561197961311390,UltraViolence,??
0:1:1355100,76561197962975929,Redeye,??
0:1:777580,76561197961820889,Frosty,??
0:0:1205043,76561197962675814,W:::REKLAW:::W,??
0:0:1260643,76561197962787014,Crazy,??
0:0:1293450,76561197962852628,gUnit,??
0:0:1348454,76561197962962636,Gsteiger,??
0:0:1351347,76561197962968422,Spykyone,??
0:0:1393637,76561197963053002,Mynx,??
0:0:1405009,76561197963075746,hella-fast,??
0:0:1445309,76561197963156346,sb.Panda,??
0:0:152527,76561197960570782,Sacred,??
0:0:1533552,76561197963332832,bobs,??
0:0:1547646,76561197963361020,syph3r,??
0:0:1552667,76561197963371062,Tom,??
0:0:1567181,76561197963400090,-SK-,??
0:0:164337,76561197960594402,MigeL AliAs REo`-,??
0:0:1731463,76561197963728654,Budino,??
0:0:1777255,76561197963820238,M3,??
0:0:1840328,76561197963946384,TopWanker,??
0:0:1873647,76561197964013022,C-BO-2diffppl,??
0:0:2031081,76561197964327890,Chronic,??
0:0:210427,76561197960686582,sprogz,??
0:0:23425,76561197960312578,meh,??
0:0:2717682,76561197965701092,Missery,??
0:0:2740305,76561197965746338,SocioPath,??
0:0:2748521,76561197965762770,Froth,??
0:0:282916,76561197960831560,Freed,??
0:0:369459,76561197961004646,Zibabwah,??
0:0:3767450,76561197967800628,ascii,??
0:0:3720226,76561197967706180,~~Mr. T~~,??
0:0:3849,76561197960273426,Moto,??
0:0:3924717,76561197968115162,Migg0rrr,??
0:0:399041,76561197961063810,Ne vas pas,??
0:0:420162,76561197961106052,Mad Martigan,??
0:0:44731,76561197960355190,Cavallini,??
0:0:46800,76561197960359328,Goose,??
0:0:511765,76561197961289258,Bz.Live.Wire,??
0:0:5349296,76561197970964320,jOJO the Killer,??
0:1:8290891,76561197976847511,Ragnorakk,??
0:1:845535,76561197961956799,ben,??
0:1:869964,76561197962005657,thYme,??
0:1:92684,76561197960451097,jokerneedle,??
0:1:970179,76561197962206087,pinecone,??
0:1:9923459,76561197980112647,Jimob,??
0:1:666811,76561197961599351,Deckard,??
0:1:5877659,76561197972021047,bOaRd.bUrNeR,??
0:1:59575,76561197960384879,Dominator,??
0:1:642260,76561197961550249,empty,??
0:1:6402461,76561197973070651,ShaDy,??
0:1:64963,76561197960395655,Apollyon,??
0:1:529241,76561197961324211,Goku,??
0:1:5329512,76561197970924753,NostraDomus,??
0:1:547257,76561197961360243,OJ,??
0:0:561253,76561197961388234,gay,??
0:0:5644781,76561197971555290,fLOw,??
0:0:564503,76561197961394734,Wadya,??
0:0:555563,76561197961376854,V-Class,??
0:0:547257,76561197961360242,oj,??
0:0:570,76561197960266868,White Tiger,??
0:0:70126,76561197960405980,Arse,??
0:0:67261,76561197960400250,Volcano,??
0:0:68095,76561197960401918,Sepremisissy,??
0:0:726037,76561197961717802,Keyser_soze,??
0:0:7295129,76561197974855986,Alakazou,??
0:0:767174,76561197961800076,de Richter,??
0:0:846514,76561197961958756,Sparky,??
0:0:87507,76561197960440742,Murphy,??
0:0:9144,76561197960284016,Zee,??
0:0:9279,76561197960284286,Kosseguten,??
0:0:993311,76561197962252350,Sinner,??
0:1:109186,76561197960484101,Yo-Self,??
0:1:1505380,76561197963276489,Eskimo,??
0:1:1555229,76561197963376187,Smeghead,??
0:1:1553883,76561197963373495,Leviathan,??
0:1:1688162,76561197963642053,Xerxe,??
0:1:2052684,76561197964371097,HellmanZ,??
0:1:21179,76561197960308087,Je vais en vacances au SKILL,??
0:1:2395942,76561197965057613,Smoothy,??
0:1:255410,76561197960776549,Unbreakable,??
0:1:1901678,76561197964069085,hazed,??
0:1:3474369,76561197967214467,mercury,??
0:1:3658103,76561197967581935,Faru,??
0:1:3713917,76561197967693563,James,??
0:1:4975318,76561197970216365,noob gamerz,??
0:1:483141,76561197961232011,BankNot3,??
0:1:4253726,76561197968773181,Daron,??
0:1:420083,76561197961105895,ArOa,??
